frame,time_s,detected,nose_visibility,nose_x,nose_y,nose_z,left_shoulder_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_visibility,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_visibility,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,left_hip_visibility,left_hip_x,left_hip_y,left_hip_z,right_hip_visibility,right_hip_x,right_hip_y,right_hip_z,left_knee_visibility,left_knee_x,left_knee_y,left_knee_z,right_knee_visibility,right_knee_x,right_knee_y,right_knee_z,left_ankle_visibility,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,mean_visibility,num_visible
10,0.4,1,0.9998968839645386,0.5306917466743174,0.252600807168895,-0.30581134393165027,0.999870240688324,0.6213697226848252,0.42918326813881513,0.06692224539881234,0.9994112849235535,0.4301764294938162,0.4306617905733484,0.1144150022840171,0.9994438886642456,0.7026255794315229,0.6287457710952258,-0.11686539010366487,0.9990177750587463,0.3323175382883856,0.6315485725069365,-0.029936978851643134,0.9997407793998718,0.7755505198895165,0.4675434290896996,-0.59679660260165,0.99943608045578,0.2564256601303024,0.4516065455070216,-0.4947025025158157,0.9756050109863281,0.5802417761661236,0.9316174303059899,0.012721521637336551,0.9641531705856323,0.46421967297189914,0.9351486788541019,-0.010494623607555015,0.009265069849789143,,,,0.008507310412824154,,,,0.006278656423091888,,,,0.004154507536441088,,,,0.689598512226859,9
11,0.44,1,0.9998948574066162,0.5303279664731391,0.2553668834300536,-0.3053860623046225,0.9998657703399658,0.6213262878263228,0.43265235872301894,0.07094872229591706,0.999436616897583,0.4301425017719607,0.4331349681840587,0.11840781985948168,0.999462366104126,0.7023958551450653,0.6321382896617539,-0.11098149716171106,0.9990525245666504,0.3321524640510536,0.6342018884902223,-0.024880723090887916,0.9997493624687195,0.7755089529615103,0.4692037593992353,-0.5887770925128359,0.999457836151123,0.25640960821891245,0.45689148859319634,-0.48907925595723795,0.9757620692253113,0.5796387867733177,0.9338601887420401,0.013558120553242462,0.9644381999969482,0.4636570040839457,0.9378242828890639,-0.011345737060717034,0.00912706833332777,,,,0.008452173322439194,,,,0.0062289549969136715,,,,0.004135558847337961,,,,0.6896202583582356,9
12,0.48,1,0.9998953342437744,0.5299431795509116,0.2575066002480376,-0.31102311917971825,0.9998661875724792,0.621253593929903,0.43649209157490143,0.07146353362308928,0.9994497895240784,0.42996444488203506,0.43592488723182415,0.12010055624903021,0.9994728565216064,0.7020277670318741,0.6356124186079543,-0.11569254606484111,0.9990702867507935,0.33207918369899586,0.6384464472273506,-0.023727910496140116,0.9997540712356567,0.7750748425506573,0.47197997412783504,-0.6012104105864693,0.9994773864746094,0.25639610988467026,0.46215914695755916,-0.4950548900854413,0.9759690761566162,0.5791435592992142,0.935732207907926,0.014110102378758895,0.9647636413574219,0.4632392463207523,0.9398825821192534,-0.011912477094995877,0.00913811195641756,,,,0.008378278464078903,,,,0.006260285619646311,,,,0.004111492540687323,,,,0.6896620614167589,9
13,0.52,1,0.9998910427093506,0.5295634468636929,0.2599376319438747,-0.32806962943257767,0.9998655915260315,0.6213626393852705,0.4405872149378497,0.0573217120574404,0.9994492530822754,0.42976186900581104,0.439611878693388,0.1143979255400354,0.9994685649871826,0.7017529928591252,0.6398407630615024,-0.1316271593835266,0.9990381598472595,0.33225536559910845,0.6439445474562706,-0.026321283101182397,0.9997531771659851,0.7744947156159196,0.4756507743318063,-0.6197565820157835,0.9994764924049377,0.25651670348443945,0.46669340636836876,-0.5002601847633,0.9750757217407227,0.5787809677457934,0.9375025486445263,0.01444130767648734,0.9634042978286743,0.4628426388883785,0.9417622546194026,-0.012245190347579647,0.009268078953027725,,,,0.008470077998936176,,,,0.006409704685211182,,,,0.004178966861218214,,,,0.6895191638300625,9
14,0.56,1,0.9998855590820312,0.529135324574452,0.2626975481722128,-0.33259556145794505,0.9998663067817688,0.621437040013537,0.4442543691572851,0.04963618084932788,0.9994608759880066,0.429637562835928,0.44313251146694044,0.11646242035722515,0.9994867444038391,0.7014479445153952,0.6433721650386662,-0.1345540165371118,0.9990572929382324,0.33267667741004514,0.6497786960176988,-0.013033192017077259,0.9997599720954895,0.7741091367198705,0.4786946116132962,-0.6203180748659587,0.9994804263114929,0.2565159499273583,0.4705654239113646,-0.48296955366025296,0.9750188589096069,0.5783544193978396,0.9396820802338008,0.014635549049682638,0.9630797505378723,0.46243420235206056,0.9440305135534823,-0.012451711775107453,0.009158408269286156,,,,0.008455547504127026,,,,0.006372120697051287,,,,0.00418721791356802,,,,0.6894822370332594,9
15,0.6,1,0.9998812079429626,0.5287196781355727,0.2654592845349868,-0.33204011932938415,0.9998679161071777,0.6214862773117678,0.44832581026594975,0.045199323401866325,0.9994679093360901,0.429589655124447,0.4470157088668546,0.12186048344082678,0.9995080828666687,0.7012332662656044,0.6457892326634493,-0.13487381543978974,0.9990761280059814,0.3329980869620712,0.6557227119625264,0.0003858905674227111,0.9997674226760864,0.7738456866756653,0.48160358535949377,-0.6193477887815984,0.999484658241272,0.25635436472675394,0.4738163102486592,-0.4679687897102331,0.9751191735267639,0.5776878185960354,0.9429705358736673,0.01354380975690986,0.9627881646156311,0.46196542376600264,0.9474423757513994,-0.011416893544912625,0.009196333587169647,,,,0.008559100329875946,,,,0.006417556200176477,,,,0.004254311788827181,,,,0.6894913819403603,9
16,0.64,1,0.9998752474784851,0.5281068247837833,0.2681020873245152,-0.33124031495203954,0.999867856502533,0.6212025976685762,0.45161824047832483,0.0424568742207811,0.9994649291038513,0.4296009841425328,0.45050015581468544,0.12381669621383082,0.9995174407958984,0.7009486307004983,0.6474630840306438,-0.1359323334136153,0.999079167842865,0.3332231004705797,0.6596958578998304,0.005126645592237077,0.9997695684432983,0.7737062254678112,0.48336849001440196,-0.6167928661142514,0.9994820952415466,0.256080680173306,0.4766675237986647,-0.4580847606872922,0.9752592444419861,0.5768209766869634,0.9453470202321879,0.012605314044845637,0.9628403782844543,0.46151306565628236,0.9499076050444886,-0.010513500934028825,0.009257044643163681,,,,0.008652674034237862,,,,0.006520638708025217,,,,0.004308048635721207,,,,0.6895303333966205,9
17,0.68,1,0.9998670220375061,0.5278186434108126,0.27191885056292875,-0.33044222702389225,0.999867856502533,0.621017987286613,0.4543415986914252,0.04409267259483417,0.9994719624519348,0.42961067577244594,0.4536497947869088,0.12466275511682481,0.9995250701904297,0.7007676605890121,0.6490059440711606,-0.12843850304752402,0.9990782141685486,0.3334303470223684,0.6627518613102157,0.00792319555994788,0.9997723698616028,0.7736193672211598,0.48693394036268145,-0.6073461234236069,0.999476969242096,0.25588833208597483,0.47918133466653445,-0.45350747307844796,0.9749287962913513,0.5761650850442472,0.9469806437119395,0.012348165108099357,0.9620951414108276,0.46115917697765474,0.9518564074582965,-0.010299225494890351,0.009362474083900452,,,,0.00875870231539011,,,,0.006603280082345009,,,,0.00440414110198617,,,,0.6894778461338809,9
18,0.72,1,0.9998644590377808,0.5276536984760241,0.27627941985465193,-0.3298185129648813,0.9998699426651001,0.6208922290095646,0.4572338847709865,0.05261617106190737,0.9995011687278748,0.42966249420274516,0.4571833531169265,0.12507727317959383,0.999539852142334,0.7007787755287636,0.6521327219173936,-0.10928135474571454,0.9991133213043213,0.33360738259938133,0.6663589294029755,0.010528224442818198,0.999779462814331,0.7738312755797446,0.49119806448442205,-0.5859911781316017,0.9994904398918152,0.25575211486222094,0.48374742438841556,-0.45093368193006,0.9748110175132751,0.5757533644683357,0.9485105434156641,0.013162172425870441,0.96214359998703,0.4609414688214921,0.9537574222229894,-0.011172044759681083,0.009172206744551659,,,,0.00868288241326809,,,,0.006468128878623247,,,,0.004397256299853325,,,,0.6894487491092429,9
19,0.76,1,0.9998672008514404,0.5275824577076309,0.2811194302010136,-0.33914678114458496,0.9998722672462463,0.6208748297196895,0.46089397985490355,0.05212703909867993,0.9995211958885193,0.42975579980830797,0.46083843748526954,0.12008658648595431,0.9995649456977844,0.7010447990705434,0.6561012551422853,-0.10147723259562459,0.9991464614868164,0.33358190846116087,0.6693440904906827,0.012653103137108587,0.999791145324707,0.7739103389125961,0.49711839667832575,-0.5753092884257942,0.9995083808898926,0.2554699648290994,0.48787662207398896,-0.4459725468391859,0.9739373326301575,0.5752845222287413,0.9505937925346721,0.013645444735744635,0.9608454704284668,0.46078895688312094,0.9565663694719556,-0.01169174490743198,0.009564261883497238,,,,0.009128597564995289,,,,0.00647690100595355,,,,0.00448224414139986,,,,0.6893620311569136,9
20,0.8,1,0.9998627305030823,0.5275514003956467,0.2872348059174734,-0.3511088110254526,0.9998728632926941,0.6209448331009934,0.46521233899520364,0.04297991732980602,0.9995222091674805,0.42976919510637035,0.4652806940528753,0.11484606236960146,0.999565064907074,0.7021014102565153,0.6587920387253321,-0.11675454617961192,0.999118447303772,0.3335248716093055,0.6747759144985681,0.004400242426609031,0.9997898936271667,0.7741724636792469,0.5006361367137532,-0.5961587035124358,0.9995070695877075,0.2554300842890228,0.4927254038405404,-0.4604190632029651,0.9725487232208252,0.5749487867129967,0.9524164181905608,0.013467732820561854,0.9589839577674866,0.4606236906069496,0.9589061212108589,-0.011514872919632223,0.009983972646296024,,,,0.009402456693351269,,,,0.006682921200990677,,,,0.004608821123838425,,,,0.6891883946955204,9
21,0.84,1,0.9998628497123718,0.5277244601773128,0.29313466650944175,-0.3568885894688391,0.9998777508735657,0.620996481914134,0.46934519577213685,0.03694876896250303,0.9995458722114563,0.42980719992589966,0.46945948262980597,0.10611408272904113,0.9995774030685425,0.702844524958415,0.6608788450326134,-0.1150588627556638,0.9991509914398193,0.3333004545362657,0.6792906575440172,-0.0017625676184589447,0.9997962713241577,0.7750198513912687,0.5032860053859065,-0.5892458401546279,0.99952232837677,0.2554483734315991,0.49643488945031067,-0.47008186290929665,0.9726167917251587,0.5745550566038675,0.9541500913471315,0.014472714069044518,0.9593855142593384,0.46049326994544115,0.9614148964580138,-0.012514941074231525,0.009955208748579025,,,,0.009409734979271889,,,,0.006689102854579687,,,,0.004646614659577608,,,,0.6892335718640914,9
22,0.88,1,0.9998608827590942,0.5281026470550729,0.2991143722523337,-0.3604176710497038,0.9998763203620911,0.6210365878712811,0.47334981022012224,0.03409320917562285,0.9995408058166504,0.4298474199806691,0.4737877071100445,0.10284035477703182,0.9995595812797546,0.7033036939353527,0.6627608950769828,-0.12198060454227261,0.9990996718406677,0.33302114326102594,0.6832201100515487,-0.0062625285225894394,0.9997875690460205,0.7756037602278859,0.5072440335449911,-0.6018866489030699,0.9995113015174866,0.2555419818483245,0.4993347799283736,-0.47907540000666143,0.9714288115501404,0.5740607560857962,0.9568618729868763,0.013480245212007708,0.9576825499534607,0.4603493326601197,0.9641334693697461,-0.011491744927511097,0.010348211042582989,,,,0.009606901556253433,,,,0.006898826453834772,,,,0.004765969235450029,,,,0.6890744155702683,9
23,0.92,1,0.9998590350151062,0.5283847049397412,0.3048713596097986,-0.3541268069858836,0.9998775124549866,0.6210800042768493,0.4770204846105217,0.04044626692717221,0.9995539784431458,0.4298616444135237,0.4779021316904405,0.10351814057991661,0.9995598793029785,0.7043009752467818,0.6643056383813568,-0.11997229696222556,0.9991034865379333,0.3326904867374911,0.6862104626485719,-0.009584220088169022,0.9997892379760742,0.7765464169400224,0.5095905244855221,-0.6039070797749803,0.999519407749176,0.2556461315498467,0.5019206000220509,-0.48329532005421594,0.9704816341400146,0.5735946721662463,0.9593286590388876,0.013729479124151074,0.9564481973648071,0.46006973580397825,0.9663745717949824,-0.011708671610416806,0.010307958349585533,,,,0.009530073031783104,,,,0.006907941773533821,,,,0.004763904493302107,,,,0.688900172817879,9
24,0.96,1,0.9998553395271301,0.5286887185638673,0.30973096529669086,-0.35701256111471263,0.9998763799667358,0.621100972266408,0.48046036033122413,0.040669959687684595,0.9995508790016174,0.4298667109554181,0.4818765254713103,0.09513368565436234,0.9995552897453308,0.7049841769640528,0.6662482875346744,-0.11981832448279744,0.9991100430488586,0.3321900105475197,0.6885729853701898,-0.017731438364239068,0.9997848272323608,0.7775176274609668,0.5109414404984012,-0.6050282159399898,0.9995133280754089,0.25566079664250224,0.5039499178525022,-0.4870819201133906,0.9693944454193115,0.573278856156326,0.9614093356955073,0.014717702726028046,0.9551997184753418,0.45993890958144623,0.9686730295144528,-0.012667990371687497,0.010501209646463394,,,,0.009780721738934517,,,,0.007014565635472536,,,,0.004916938487440348,,,,0.6887733604615698,9
25,1.0,1,0.999843955039978,0.528966473321703,0.3136353352469063,-0.3606566665634104,0.999871551990509,0.6212080609003588,0.484188233095428,0.03645950377727174,0.9995221495628357,0.4298590548417587,0.4856158278711541,0.08978628815230946,0.9995098114013672,0.7057338934812365,0.6696204781961165,-0.12354820593739668,0.9989966750144958,0.3316221858262188,0.6902366754486775,-0.022117962390140765,0.9997624158859253,0.7782051101806234,0.5119769893535958,-0.6068775800135073,0.999449610710144,0.25533797655119506,0.5060242377218949,-0.48891309847867304,0.9675643444061279,0.573079743300517,0.9631141461471334,0.015465411244979674,0.9524962902069092,0.45984933394173827,0.9705684813664461,-0.013390298897099792,0.011028032749891281,,,,0.010110292583703995,,,,0.0073300693184137344,,,,0.005136485677212477,,,,0.6885093603498087,9
26,1.04,1,0.9998379349708557,0.5289538529976316,0.3168985149424572,-0.3675583247984659,0.9998700618743896,0.6213748617807944,0.4879635840600872,0.02672942384291426,0.9995023608207703,0.42977398925097116,0.4888169703512919,0.08375054315439914,0.9994827508926392,0.7062448190819614,0.6726638484301373,-0.13410830534678284,0.9989134073257446,0.3310258763670342,0.691331038271609,-0.024800497941642255,0.9997495412826538,0.7785569225587179,0.5152905271166852,-0.6129394395238594,0.9994062781333923,0.2550198954297086,0.5088190469888988,-0.487550694399129,0.9654331803321838,0.5729376105668621,0.9643312241909634,0.015840948201125683,0.9494578838348389,0.4597790045796437,0.9718262933655852,-0.01373061870520374,0.011354537680745125,,,,0.010413174517452717,,,,0.007492117118090391,,,,0.005328338127583265,,,,0.6881724282239492,9
27,1.08,1,0.9998282790184021,0.5288596708799278,0.3197522184066881,-0.37671262534972505,0.9998669028282166,0.621553652950917,0.4922638365588884,0.013363830948334088,0.9994587898254395,0.4297117790097984,0.4919495598813566,0.07713836569089133,0.9994567036628723,0.7065894493480498,0.6793657288761479,-0.1508938285313756,0.9987998008728027,0.330605527197082,0.6922498708731494,-0.028544523126610592,0.9997341632843018,0.778764549532176,0.5196275075276696,-0.6274879312674706,0.999350905418396,0.2547148948279109,0.5109831773860951,-0.48782762692087434,0.9622273445129395,0.5728186269344622,0.9655086380635114,0.01592961627129125,0.9445908069610596,0.45979869785716354,0.9732601014847548,-0.013777683210765744,0.012157241813838482,,,,0.010895458981394768,,,,0.007854853756725788,,,,0.005555546376854181,,,,0.6876751382548648,9
28,1.12,1,0.9998290538787842,0.528540489222349,0.32263559247742457,-0.38351172863206795,0.999863862991333,0.6217256739021897,0.497076743868352,0.005721246500186925,0.9994335770606995,0.4296563407143448,0.49497627133513195,0.07209356262732453,0.9994537234306335,0.706824253232676,0.6856233837274789,-0.1618507577798662,0.9987775087356567,0.3302370124104931,0.6931382791237625,-0.03432834244242304,0.9997331500053406,0.7789118017226941,0.5236319752534233,-0.6378821249119792,0.9993413686752319,0.25436442293295863,0.513331073377191,-0.49185230894882953,0.9606446027755737,0.5727238942999853,0.9673450576937286,0.015987504144692275,0.9423732161521912,0.4598158537940894,0.9754892505856845,-0.013806013847566443,0.012411000207066536,,,,0.011229579336941242,,,,0.007893002592027187,,,,0.0057017202489078045,,,,0.6874373358531067,9
29,1.16,1,0.9998100996017456,0.5283185462176987,0.3264315436480766,-0.3977484808478064,0.999856173992157,0.6219366757072102,0.5009993869256503,-0.008540143112777707,0.9993388056755066,0.429617891535396,0.4986470206585456,0.05951558892045651,0.999369740486145,0.7069807302574105,0.689582867766187,-0.1784455067590205,0.9985132813453674,0.3298101712396065,0.6940043889706944,-0.0436734802278846,0.9996877908706665,0.7789513099024037,0.5270184473594032,-0.6560501178819583,0.9992173910140991,0.2538530174722147,0.5150860374148302,-0.4977275907476707,0.9559676647186279,0.5724708639456281,0.969259332753545,0.01649384545448293,0.9353049397468567,0.4596920537668169,0.9772273423628752,-0.014251018728687125,0.013212879188358784,,,,0.011873545125126839,,,,0.008267326280474663,,,,0.006052941083908081,,,,0.68665173685608,9
30,1.2,1,0.9998053312301636,0.5281472001487147,0.3309022672115592,-0.3941852077125822,0.9998537302017212,0.6218004919685884,0.5066550404562621,-0.00984960290621452,0.9993114471435547,0.42939105419085843,0.504381659110869,0.05816398328423464,0.9993693828582764,0.7069590326283226,0.6923519853168087,-0.18384684430288567,0.998514711856842,0.32933637722246084,0.6969471560178131,-0.0439578898476639,0.9996822476387024,0.7789777139306602,0.5293290215214095,-0.661457352290854,0.9992040991783142,0.25293721464086677,0.5170963582876253,-0.4945066636439139,0.9542185068130493,0.5716893694809491,0.9726548451146764,0.01664185877158253,0.9327797293663025,0.4594072679084926,0.9797738100737057,-0.014359327769390372,0.013214027509093285,,,,0.011854193173348904,,,,0.008288524113595486,,,,0.006073316093534231,,,,0.686320711321269,9
31,1.24,1,0.9997984766960144,0.527919504623601,0.33618657996229123,-0.40371814737672806,0.9998529553413391,0.6216710277714903,0.5117917916689165,-0.012517373648598916,0.9993108510971069,0.4290488049530634,0.5093600886427755,0.05190693796789621,0.99936443567276,0.7065592512780124,0.697679678439036,-0.18890568777629838,0.9985344409942627,0.328806389935201,0.7006349792461147,-0.056724415511782464,0.9996774196624756,0.777946469548978,0.5369040209289393,-0.6732574648809567,0.9992232322692871,0.2522991746144133,0.5200735155977855,-0.5132530138835492,0.9503245949745178,0.5709569290685643,0.9754222155186432,0.016735299727418083,0.927748441696167,0.4587863013726148,0.98219026863126,-0.01442797757067098,0.013757042586803436,,,,0.012399842031300068,,,,0.008387732319533825,,,,0.006216754671186209,,,,0.6857381707702118,9
32,1.28,1,0.9997833967208862,0.5276283497678165,0.3409004484313751,-0.41473119814166065,0.9998483657836914,0.6215819942775371,0.5163774314582043,-0.01962377813569763,0.9992861151695251,0.4288094718854183,0.5139300322686012,0.043654462486815274,0.9993255138397217,0.7062885596062328,0.7048095682136759,-0.19330712075329198,0.9984086155891418,0.3284381525687078,0.704386971520025,-0.06314204723003193,0.9996525645256042,0.7771609764839672,0.5438375360533794,-0.6786093496289347,0.999147355556488,0.25185726728376207,0.523641073402428,-0.520960543966455,0.9446110129356384,0.5705028538689606,0.9776847267549265,0.016782016193636895,0.9201539158821106,0.45829946477285727,0.9838522137968106,-0.014451215292657114,0.014293182641267776,,,,0.012927684932947159,,,,0.008505523204803467,,,,0.0064667887054383755,,,,0.6848007719605588,9
